               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  50,            0.022718,            0.012509,           0.0030699,             0.97289,             0.95859,             0.97941,             0.80391,            0.019571,           0.0044575,           0.0022252,           0.0087316,           0.0087316,           0.0087316
                  51,            0.023216,             0.01245,           0.0026124,             0.98938,             0.94706,             0.97371,             0.79339,            0.019991,           0.0044999,            0.001861,            0.008682,            0.008682,            0.008682
                  52,            0.023912,            0.012693,           0.0028082,             0.97385,             0.96563,             0.97605,             0.81301,            0.017837,            0.004306,           0.0015217,           0.0086316,           0.0086316,           0.0086316
                  53,            0.023049,            0.012646,           0.0029361,             0.97956,             0.94699,             0.98027,             0.79156,            0.021082,           0.0045598,           0.0014039,           0.0085805,           0.0085805,           0.0085805
                  54,            0.022947,            0.012348,           0.0032004,             0.95173,             0.95183,             0.97515,             0.76876,            0.019445,           0.0047899,           0.0017205,           0.0085286,           0.0085286,           0.0085286
                  55,            0.023291,            0.012495,           0.0032261,             0.96925,             0.95483,             0.97376,             0.79443,            0.018737,           0.0044667,           0.0015165,           0.0084759,           0.0084759,           0.0084759
                  56,            0.022601,            0.012611,           0.0027885,             0.97352,             0.95968,             0.97449,             0.80922,             0.01926,           0.0045345,           0.0012654,           0.0084225,           0.0084225,           0.0084225
                  57,            0.022412,            0.012749,           0.0027161,             0.97974,             0.95933,             0.97866,             0.81129,            0.018116,           0.0044409,           0.0013762,           0.0083684,           0.0083684,           0.0083684
                  58,            0.022507,            0.012424,           0.0023717,             0.97081,             0.95663,              0.9803,             0.82728,            0.018207,           0.0043693,            0.001179,           0.0083136,           0.0083136,           0.0083136
                  59,            0.022238,             0.01219,           0.0024458,             0.96584,             0.96437,             0.97188,             0.79211,             0.01947,           0.0046183,           0.0013047,           0.0082581,           0.0082581,           0.0082581
