               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  35,            0.030009,            0.016157,           0.0043748,             0.93791,             0.94659,             0.98314,             0.70735,            0.022106,           0.0058297,           0.0011388,           0.0093733,           0.0093733,           0.0093733
                  36,            0.030738,            0.015858,           0.0036513,             0.96634,             0.95463,               0.989,             0.68775,            0.023112,            0.005929,           0.0016764,           0.0093369,           0.0093369,           0.0093369
                  37,            0.028678,            0.015081,           0.0033794,             0.96005,             0.94065,             0.97966,             0.70245,            0.022175,           0.0056599,           0.0015828,           0.0092995,           0.0092995,           0.0092995
                  38,            0.030552,            0.015405,           0.0038035,             0.92962,             0.96543,             0.98617,             0.68319,              0.0213,           0.0058789,          0.00091806,           0.0092611,           0.0092611,           0.0092611
                  39,            0.029152,            0.015043,           0.0045284,             0.89792,             0.94356,             0.97573,             0.71858,            0.021175,             0.00593,           0.0010818,           0.0092219,           0.0092219,           0.0092219
                  40,            0.029163,            0.016519,           0.0038803,             0.93618,             0.97555,             0.98459,              0.6788,            0.021669,           0.0055206,          0.00093408,           0.0091817,           0.0091817,           0.0091817
                  41,            0.027798,            0.015355,            0.004039,             0.94755,             0.96558,             0.98409,              0.7157,            0.020372,           0.0053482,          0.00089383,           0.0091406,           0.0091406,           0.0091406
                  42,            0.028927,            0.014975,            0.003022,             0.96424,             0.93518,             0.97553,             0.68051,            0.022869,           0.0055764,           0.0014481,           0.0090986,           0.0090986,           0.0090986
                  43,            0.028355,            0.014597,           0.0029685,              0.9707,             0.94451,             0.99083,             0.74814,            0.018937,           0.0052548,          0.00098935,           0.0090557,           0.0090557,           0.0090557
                  44,            0.026944,            0.015225,           0.0038556,             0.95396,             0.95566,              0.9865,             0.73543,            0.019825,            0.005157,          0.00098498,           0.0090119,           0.0090119,           0.0090119
                  45,            0.027405,             0.01481,           0.0030653,             0.93882,             0.95642,             0.98261,             0.75283,            0.019595,           0.0053616,           0.0011841,           0.0089673,           0.0089673,           0.0089673
                  46,            0.026507,            0.014575,           0.0032679,             0.96911,             0.95614,             0.98664,             0.77639,            0.018645,           0.0051666,          0.00096782,           0.0089218,           0.0089218,           0.0089218
                  47,            0.026937,            0.014222,            0.003725,             0.95162,             0.97264,             0.98767,              0.7599,            0.018465,           0.0049512,           0.0010633,           0.0088755,           0.0088755,           0.0088755
                  48,             0.02564,            0.014466,           0.0029094,              0.9781,             0.98193,             0.99254,             0.77585,            0.019975,           0.0047922,          0.00094143,           0.0088283,           0.0088283,           0.0088283
                  49,            0.026799,            0.014299,           0.0028745,             0.99481,             0.98201,             0.99392,             0.74549,            0.020043,           0.0049149,           0.0011376,           0.0087804,           0.0087804,           0.0087804
                  50,            0.025807,             0.01388,           0.0024739,             0.98453,             0.97493,             0.99211,             0.75863,            0.018284,           0.0049316,            0.001337,           0.0087316,           0.0087316,           0.0087316
                  51,            0.025807,             0.01407,           0.0025203,             0.99377,             0.95764,              0.9844,             0.78084,            0.016704,           0.0048318,          0.00079584,            0.008682,            0.008682,            0.008682
                  52,            0.024511,             0.01354,           0.0029606,             0.97178,             0.98789,             0.99303,             0.76658,            0.017979,           0.0049469,          0.00082636,           0.0086316,           0.0086316,           0.0086316
                  53,            0.025925,            0.014483,           0.0031017,             0.97966,             0.96366,             0.98961,             0.73504,             0.01837,           0.0050842,          0.00091543,           0.0085805,           0.0085805,           0.0085805
                  54,            0.025044,            0.013925,           0.0026513,             0.98207,             0.95681,             0.98621,             0.76675,            0.018318,           0.0049795,           0.0012972,           0.0085286,           0.0085286,           0.0085286
                  55,            0.024999,            0.013831,           0.0029047,             0.98218,             0.96457,             0.99015,             0.76328,            0.018837,            0.005054,          0.00080976,           0.0084759,           0.0084759,           0.0084759
                  56,            0.025315,            0.013304,           0.0024133,             0.97317,              0.9423,             0.98507,             0.77055,            0.018167,           0.0051768,          0.00093173,           0.0084225,           0.0084225,           0.0084225
                  57,             0.02493,            0.013614,           0.0035708,             0.98937,             0.96056,             0.98913,             0.78362,            0.017811,           0.0049463,          0.00081764,           0.0083684,           0.0083684,           0.0083684
                  58,            0.026147,            0.014178,           0.0027707,             0.95683,              0.9783,             0.98556,             0.74387,            0.018651,           0.0049833,          0.00079487,           0.0083136,           0.0083136,           0.0083136
                  59,            0.024875,            0.013747,           0.0038016,             0.98484,             0.97097,             0.99183,              0.7658,            0.018843,           0.0048057,          0.00071169,           0.0082581,           0.0082581,           0.0082581
                  60,            0.024617,            0.014144,            0.002955,             0.97844,             0.95844,             0.98315,             0.76573,            0.019058,           0.0051079,          0.00093211,           0.0082019,           0.0082019,           0.0082019
                  61,             0.02441,            0.013467,           0.0026731,             0.96212,             0.97018,             0.98936,             0.77944,            0.017536,           0.0048738,          0.00088642,            0.008145,            0.008145,            0.008145
                  62,             0.02339,            0.013111,           0.0022127,             0.97648,               0.967,             0.99178,             0.78217,            0.016489,           0.0048959,          0.00080629,           0.0080875,           0.0080875,           0.0080875
                  63,            0.024206,             0.01379,           0.0030173,             0.94351,             0.96146,             0.98761,             0.76576,            0.017497,           0.0050202,          0.00070816,           0.0080294,           0.0080294,           0.0080294
                  64,            0.023295,            0.013339,           0.0031756,             0.98315,              0.9407,             0.98901,             0.78909,            0.017102,             0.00485,          0.00065151,           0.0079706,           0.0079706,           0.0079706
                  65,            0.023234,            0.012823,           0.0023513,             0.97472,             0.96042,             0.98822,             0.79358,            0.017069,           0.0046841,          0.00057479,           0.0079112,           0.0079112,           0.0079112
                  66,            0.023308,              0.0133,           0.0028525,             0.98419,             0.96212,             0.98976,             0.80392,            0.015895,           0.0047199,          0.00066873,           0.0078512,           0.0078512,           0.0078512
                  67,            0.022771,            0.012951,           0.0025312,             0.97829,             0.97551,             0.99032,             0.79201,            0.016521,           0.0046903,          0.00060593,           0.0077907,           0.0077907,           0.0077907
                  68,            0.023525,             0.01289,           0.0027552,             0.98441,             0.96014,             0.99052,             0.79823,            0.016774,           0.0048019,          0.00068479,           0.0077296,           0.0077296,           0.0077296
                  69,            0.022434,             0.01324,           0.0023575,             0.98902,              0.9611,             0.98801,             0.79282,            0.017147,           0.0046895,          0.00071199,           0.0076679,           0.0076679,           0.0076679
                  70,              0.0229,            0.013116,            0.001826,             0.98914,             0.97197,             0.99273,             0.78987,            0.017523,           0.0046249,          0.00070829,           0.0076057,           0.0076057,           0.0076057
